track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Little Miss P (IRE),N M Crosse,0,W McCreery,6th,1 1/4 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Phoenix Pairc (IRE),L F Roche,0,W McCreery,5th,2 1/4 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Lady Lilac (IRE),G F Carroll,0,J G Murphy,4th,4 l,3,9-3,73,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Luscious (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Its All Peachy (IRE),J A Powell,3,M O'Callaghan,2nd,1 l,3,9-3,72,True,176,15
Gowran Park Racing Results | 21st May 2025 17:45,N/A,17:45,Good (Good To Yielding In Places),1m,Inventress (IRE),W J Lee,0,P Twomey,1st,N/A,3,9-3,-,True,176,15
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Diamond Cross (IRE),R P Cleary,0,K H Clarke,8th,1 1/2 l,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Littlesumpinsumpin (IRE),Gabriella Hill,10,P Nolan,7th,Head,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Rising King (IRE),I Khan,7,A Mullins,6th,10 l,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Super Fly,G M Ryan,0,A McCann,5th,1 l,6,10-6,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Limbocall (IRE),C T Keane,0,M O'Callaghan,4th,Head,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Rainbow Sorbet (IRE),J A Powell,3,M O'Callaghan,3rd,5 1/2 l,3,9-3,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Bishopton (IRE),W M Lordan,0,N Lupini,2nd,3 3/4 l,3,9-8,74,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Pierre Royal (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Diamond Cross (IRE),R P Cleary,0,K H Clarke,8th,1 1/2 l,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Littlesumpinsumpin (IRE),Gabriella Hill,10,P Nolan,7th,Head,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Rising King (IRE),I Khan,7,A Mullins,6th,10 l,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Super Fly,G M Ryan,0,A McCann,5th,1 l,6,10-6,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Limbocall (IRE),C T Keane,0,M O'Callaghan,4th,Head,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Rainbow Sorbet (IRE),J A Powell,3,M O'Callaghan,3rd,5 1/2 l,3,9-3,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Bishopton (IRE),W M Lordan,0,N Lupini,2nd,3 3/4 l,3,9-8,74,True,176,16
Gowran Park Racing Results | 21st May 2025 18:20,N/A,18:20,Good (Good To Yielding In Places),1m,Pierre Royal (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-8,-,True,176,16
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Hastily,J Cleary,5,Tom McGuinness,15th,7 1/2 l,6,9-9,53,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Top Of The Pops,J A Heffernan,0,J G Murray,14th,3 l,7,9-8,52,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Marians Gal (IRE),W Joyce,3,K Smith,13th,3 3/4 l,5,9-3,47,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Daymer Bay (IRE),B M Coen,0,Ciaran Murphy,12th,Neck,4,10-2,60,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Gianh River (IRE),Jessica O'Gorman,7,P G Fahey,11th,Neck,5,9-0t,44,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Shining Aitch,Alyse Jane Clarke,10,T G McCourt,10th,1 l,8,9-6tv,50,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,9th,1 1/2 l,4,9-4,48,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Bungle Inthedesert (IRE),D W O'Connor,0,J C McConnell,8th,1/2 l,6,9-12tp,56,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Share The Treasure (IRE),A J Slattery,0,T Hogan,7th,2 l,4,9-5t,49,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Tynamite (IRE),Rebecca Parsons,10,D Marnane,6th,2 1/2 l,11,8-11,41,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Glencullen (IRE),W J Lee,0,Ms J Morgan,5th,Head,5,9-3b,47,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Skontonovski,S Foley,0,Gerard O'Leary,4th,Neck,8,10-2,60,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Famous Enough (IRE),N G McCullagh,0,P T Foley,3rd,2 1/2 l,5,8-10h,40,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Harry The Rogue (IRE),S Coen,7,A Slattery,2nd,Neck,4,10-6,64,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Saxon Kingdom (IRE),G M Ryan,0,Thomas Dowling,1st,N/A,4,9-1tp,45,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Hastily,J Cleary,5,Tom McGuinness,15th,7 1/2 l,6,9-9,53,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Top Of The Pops,J A Heffernan,0,J G Murray,14th,3 l,7,9-8,52,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Marians Gal (IRE),W Joyce,3,K Smith,13th,3 3/4 l,5,9-3,47,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Daymer Bay (IRE),B M Coen,0,Ciaran Murphy,12th,Neck,4,10-2,60,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Gianh River (IRE),Jessica O'Gorman,7,P G Fahey,11th,Neck,5,9-0t,44,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Shining Aitch,Alyse Jane Clarke,10,T G McCourt,10th,1 l,8,9-6tv,50,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Dolce Far Niente (IRE),G F Carroll,0,J G Murphy,9th,1 1/2 l,4,9-4,48,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Bungle Inthedesert (IRE),D W O'Connor,0,J C McConnell,8th,1/2 l,6,9-12tp,56,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Share The Treasure (IRE),A J Slattery,0,T Hogan,7th,2 l,4,9-5t,49,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Tynamite (IRE),Rebecca Parsons,10,D Marnane,6th,2 1/2 l,11,8-11,41,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Glencullen (IRE),W J Lee,0,Ms J Morgan,5th,Head,5,9-3b,47,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Skontonovski,S Foley,0,Gerard O'Leary,4th,Neck,8,10-2,60,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Famous Enough (IRE),N G McCullagh,0,P T Foley,3rd,2 1/2 l,5,8-10h,40,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Harry The Rogue (IRE),S Coen,7,A Slattery,2nd,Neck,4,10-6,64,True,176,17
Gowran Park Racing Results | 21st May 2025 18:50,N/A,18:50,Good (Good To Yielding In Places),1m,Saxon Kingdom (IRE),G M Ryan,0,Thomas Dowling,1st,N/A,4,9-1tp,45,True,176,17
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Sulya (IRE),L F Roche,0,D K Weld,8th,26 l,3,8-10,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Elegant Madame (IRE),R Whearty,3,A Murray,7th,3/4 l,4,9-12,82,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Bellacanta (IRE),N M Crosse,0,W McCreery,6th,2 1/4 l,3,8-10,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Treasure Rose (IRE),J A Powell,3,J P Murtagh,5th,3/4 l,3,8-10,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Donna Nook,C T Keane,0,G M Lyons,4th,3 l,3,9-3,84,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Lemsairbat (FR),S T McCullagh,0,J P O'Brien,3rd,3/4 l,4,10-2,92,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Gotomylovely (IRE),J M Sheridan,0,J A Stack,2nd,1 1/4 l,3,9-3,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Deressa (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-3p,82,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Sulya (IRE),L F Roche,0,D K Weld,8th,26 l,3,8-10,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Elegant Madame (IRE),R Whearty,3,A Murray,7th,3/4 l,4,9-12,82,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Bellacanta (IRE),N M Crosse,0,W McCreery,6th,2 1/4 l,3,8-10,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Treasure Rose (IRE),J A Powell,3,J P Murtagh,5th,3/4 l,3,8-10,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Donna Nook,C T Keane,0,G M Lyons,4th,3 l,3,9-3,84,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Lemsairbat (FR),S T McCullagh,0,J P O'Brien,3rd,3/4 l,4,10-2,92,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Gotomylovely (IRE),J M Sheridan,0,J A Stack,2nd,1 1/4 l,3,9-3,-,True,176,18
Gowran Park Racing Results | 21st May 2025 19:20,N/A,19:20,Good (Good To Yielding In Places),1m 1f 100y,Deressa (IRE),C D Hayes,0,D K Weld,1st,N/A,3,9-3p,82,True,176,18
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Star Official (IRE),B M Coen,0,R Donohoe,11th,2 1/4 l,7,9-12,68,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Pons Aelius (IRE),P McGettigan,7,H D McGuigan,10th,Neck,6,9-6,62,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Party Dress (IRE),W J Lee,0,W McCreery,9th,1/2 l,5,10-1,71,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Dancing Steve (IRE),Adam Caffrey,0,A McGuinness,8th,Neck,4,9-10v,66,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,7th,1 1/2 l,4,10-3,73,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Miss Gitana (IRE),C D Hayes,0,G Elliott,6th,2 l,4,9-13,69,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Gracesolution (IRE),S R Markey,10,R O'Sullivan,5th,Head,8,9-13,69,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Lady Kai (IRE),M W Hassett,5,R O'Sullivan,4th,Neck,5,9-9p,65,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Disco Boy (IRE),J J G Ryan,3,S Byrne,3rd,1/2 l,6,9-8h,64,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Sioux Eagle (IRE),L T McAteer,0,P T Foley,2nd,Nose,6,10-2,72,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Inchiquin Star (IRE),C T Keane,0,P Kiely,1st,N/A,6,9-4p,60,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Star Official (IRE),B M Coen,0,R Donohoe,11th,2 1/4 l,7,9-12,68,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Pons Aelius (IRE),P McGettigan,7,H D McGuigan,10th,Neck,6,9-6,62,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Party Dress (IRE),W J Lee,0,W McCreery,9th,1/2 l,5,10-1,71,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Dancing Steve (IRE),Adam Caffrey,0,A McGuinness,8th,Neck,4,9-10v,66,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Empress Alma (IRE),G F Carroll,0,G P Cromwell,7th,1 1/2 l,4,10-3,73,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Miss Gitana (IRE),C D Hayes,0,G Elliott,6th,2 l,4,9-13,69,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Gracesolution (IRE),S R Markey,10,R O'Sullivan,5th,Head,8,9-13,69,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Lady Kai (IRE),M W Hassett,5,R O'Sullivan,4th,Neck,5,9-9p,65,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Disco Boy (IRE),J J G Ryan,3,S Byrne,3rd,1/2 l,6,9-8h,64,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Sioux Eagle (IRE),L T McAteer,0,P T Foley,2nd,Nose,6,10-2,72,True,176,19
Gowran Park Racing Results | 21st May 2025 19:50,N/A,19:50,Good (Good To Yielding In Places),1m 5f 185y,Inchiquin Star (IRE),C T Keane,0,P Kiely,1st,N/A,6,9-4p,60,True,176,19
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Kings Prince,T E Breen,10,E Sheehy,11th,67 l,7,9-8,52,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Fine Print (IRE),J Kearney,3,J C McConnell,10th,11 l,4,9-12tp,57,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Makaiah (IRE),S Coen,7,Gerard O'Leary,9th,2 l,4,10-6,58,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Futurum Regem (IRE),Nicola Burns,7,H P Finegan,8th,Head,9,9-9b,53,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Black Soul (IRE),C T Keane,0,P Kiely,7th,3 3/4 l,6,9-12,56,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Duke Otto (IRE),A C Persse,7,P J Flynn,6th,5 1/2 l,7,9-0,44,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,You Make Me Smile (IRE),W J Lee,0,P A Fahy,5th,1 1/4 l,7,9-3,47,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Red Secret (CAN),W Joyce,3,K Smith,4th,1/2 l,9,10-2tb,60,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Dumb Love (IRE),S Foley,0,Gerard O'Leary,3rd,1 l,5,10-0p,58,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Bynx (IRE),M W Hassett,5,M Hassett,2nd,2 l,7,9-4,48,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Omakase (IRE),Jessica O'Gorman,7,P G Fahey,1st,N/A,7,9-10,54,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Kings Prince,T E Breen,10,E Sheehy,11th,67 l,7,9-8,52,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Fine Print (IRE),J Kearney,3,J C McConnell,10th,11 l,4,9-12tp,57,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Makaiah (IRE),S Coen,7,Gerard O'Leary,9th,2 l,4,10-6,58,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Futurum Regem (IRE),Nicola Burns,7,H P Finegan,8th,Head,9,9-9b,53,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Black Soul (IRE),C T Keane,0,P Kiely,7th,3 3/4 l,6,9-12,56,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Duke Otto (IRE),A C Persse,7,P J Flynn,6th,5 1/2 l,7,9-0,44,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,You Make Me Smile (IRE),W J Lee,0,P A Fahy,5th,1 1/4 l,7,9-3,47,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Red Secret (CAN),W Joyce,3,K Smith,4th,1/2 l,9,10-2tb,60,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Dumb Love (IRE),S Foley,0,Gerard O'Leary,3rd,1 l,5,10-0p,58,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Bynx (IRE),M W Hassett,5,M Hassett,2nd,2 l,7,9-4,48,True,176,20
Gowran Park Racing Results | 21st May 2025 20:20,N/A,20:20,Good (Good To Yielding In Places),2m 100y,Omakase (IRE),Jessica O'Gorman,7,P G Fahey,1st,N/A,7,9-10,54,True,176,20
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Surviving Murmansk (IRE),S D Torrens,0,J Barcoe,PU,N/A,7,10-3,74,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Ardad Derek,G Brouder,3,J J Hanlon,PU,N/A,6,10-3,74,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Midnight Eagle (IRE),Cian Cullinan,7,Aengus King,11th,1/2 l,5,11-9,94,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Mister Persistence (IRE),M M McDonagh,0,S O O'Brien,10th,18 l,5,11-3,88,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,The Eye Of Tulla (IRE),R Deegan,0,B McMahon,9th,9 l,9,10-6b,77,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Be My Hero (IRE),D J Gilligan,0,G Elliott,8th,2 1/2 l,10,10-11t,82,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Baltinglass Hill (IRE),D Robinson,0,P J Rothwell,7th,2 3/4 l,8,11-3b,88,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Katzoff (IRE),P M O'Brien,7,J Morrison,6th,7 l,8,10-0p,70,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Dontdooddson (FR),P K Donovan,3,D Collins,5th,7 l,12,10-6,77,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Smallcraftwarning (IRE),D King,0,J P Ryan,4th,4 1/2 l,8,11-7t,92,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Rock On Pedro (IRE),J J Slevin,0,E Doyle,3rd,1/2 l,7,11-1tb,86,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Crowsatedappletart (IRE),D J O'Keeffe,0,M Winters,2nd,1 1/2 l,8,11-4,89,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,1st,N/A,7,11-8p1,93,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Surviving Murmansk (IRE),S D Torrens,0,J Barcoe,PU,N/A,7,10-3,74,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Ardad Derek,G Brouder,3,J J Hanlon,PU,N/A,6,10-3,74,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Midnight Eagle (IRE),Cian Cullinan,7,Aengus King,11th,1/2 l,5,11-9,94,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Mister Persistence (IRE),M M McDonagh,0,S O O'Brien,10th,18 l,5,11-3,88,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,The Eye Of Tulla (IRE),R Deegan,0,B McMahon,9th,9 l,9,10-6b,77,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Be My Hero (IRE),D J Gilligan,0,G Elliott,8th,2 1/2 l,10,10-11t,82,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Baltinglass Hill (IRE),D Robinson,0,P J Rothwell,7th,2 3/4 l,8,11-3b,88,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Katzoff (IRE),P M O'Brien,7,J Morrison,6th,7 l,8,10-0p,70,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Dontdooddson (FR),P K Donovan,3,D Collins,5th,7 l,12,10-6,77,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Smallcraftwarning (IRE),D King,0,J P Ryan,4th,4 1/2 l,8,11-7t,92,True,176,21
Limerick Racing Results | 22nd May 2025 17:05,N/A,17:05,Good (Good To Firm In Places),2m 1f 200y,Rock On Pedro (IRE),J J Slevin,0,E Doyle,3rd,1/2 l,7,11-1tb,86,True,176,21
