track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Show Your Workings (IRE),S P Davis,0,Sean Davis,7th,10 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Senior Montecristo,S Foley,0,Kevin Coleman,6th,1 1/4 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Dr Ali (IRE),G F Carroll,0,G M Lyons,5th,3 1/4 l,2,8-12b1,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Baltray Lady (IRE),M W Hassett,5,J P O'Brien,4th,1/2 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,J M's Joy (IRE),W Joyce,5,P Martin,3rd,3 3/4 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Mighty Day (IRE),G M Ryan,0,J M Barrett,2nd,3/4 l,2,9-4,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Runninsonofagun (IRE),L T McAteer,0,A Mullins,1st,N/A,2,9-1,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Udacha (IRE),R Whearty,3,T Gibney,8th,1 3/4 l,2,8-9,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Show Your Workings (IRE),S P Davis,0,Sean Davis,7th,10 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Senior Montecristo,S Foley,0,Kevin Coleman,6th,1 1/4 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Dr Ali (IRE),G F Carroll,0,G M Lyons,5th,3 1/4 l,2,8-12b1,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Baltray Lady (IRE),M W Hassett,5,J P O'Brien,4th,1/2 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,J M's Joy (IRE),W Joyce,5,P Martin,3rd,3 3/4 l,2,9-7,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Mighty Day (IRE),G M Ryan,0,J M Barrett,2nd,3/4 l,2,9-4,-,True,136,45
Navan Racing Results | 29th August 2024 16:00,N/A,16:00,Good (Good To Yielding In Places),1m 20y,Runninsonofagun (IRE),L T McAteer,0,A Mullins,1st,N/A,2,9-1,-,True,136,45
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Munroh,R C Colgan,0,Mrs C O'Leary,NR,N/A,4,10-1t,81,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Pralognan (FR),W M Lordan,0,Mrs C O'Leary,NR,N/A,5,9-10t,76,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Little Empire (IRE),J A Heffernan,0,A McCann,UR,N/A,4,9-5,71,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Punk Poet (IRE),D P McDonogh,0,E Lynam,15th,2 3/4 l,7,9-11h1,77,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Big Baby Bull (IRE),L F Roche,0,John Hayes,14th,1/2 l,8,9-4t,70,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Nituna (IRE),R Donaghue-Leahy,7,S Lavery,13th,4 l,4,9-4,70,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Lust (IRE),S P Bird,7,M Mulvany,12th,1 l,6,9-12t,78,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Dear Daphne (IRE),J M Sheridan,0,R K Watson,11th,2 l,4,9-0h1,66,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Something Nice (IRE),W Joyce,5,M Mulvany,10th,Head,4,10-1,81,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Thompson Gunner (IRE),Adam Caffrey,3,Cian Hughes,9th,Neck,3,8-10,68,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Annexation (FR),W J Lee,0,H De Bromhead,8th,3/4 l,8,9-7t,73,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Livio Milo (IRE),J J G Ryan,3,D K Weld,7th,Head,4,10-0p,80,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Imposing Supreme (IRE),G M Ryan,0,T Gibney,6th,3 l,8,9-13,79,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Gibbs Island,D McMonagle,0,A Oliver,5th,Neck,3,9-10,82,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Perfect Poise (IRE),G F Carroll,0,G M Lyons,4th,1/2 l,4,9-13,79,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Bucaneer's Spirit (IRE),B M Coen,0,J Davison,3rd,Nose,3,9-5,77,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Sea Chariot,S Foley,0,J J Murphy,2nd,1/2 l,4,9-10t,76,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Shigar (IRE),C D Hayes,0,W Durkan,1st,N/A,5,10-0h,80,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Munroh,R C Colgan,0,Mrs C O'Leary,NR,N/A,4,10-1t,81,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Pralognan (FR),W M Lordan,0,Mrs C O'Leary,NR,N/A,5,9-10t,76,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Little Empire (IRE),J A Heffernan,0,A McCann,UR,N/A,4,9-5,71,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Punk Poet (IRE),D P McDonogh,0,E Lynam,15th,2 3/4 l,7,9-11h1,77,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Big Baby Bull (IRE),L F Roche,0,John Hayes,14th,1/2 l,8,9-4t,70,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Nituna (IRE),R Donaghue-Leahy,7,S Lavery,13th,4 l,4,9-4,70,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Lust (IRE),S P Bird,7,M Mulvany,12th,1 l,6,9-12t,78,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Dear Daphne (IRE),J M Sheridan,0,R K Watson,11th,2 l,4,9-0h1,66,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Something Nice (IRE),W Joyce,5,M Mulvany,10th,Head,4,10-1,81,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Thompson Gunner (IRE),Adam Caffrey,3,Cian Hughes,9th,Neck,3,8-10,68,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Annexation (FR),W J Lee,0,H De Bromhead,8th,3/4 l,8,9-7t,73,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Livio Milo (IRE),J J G Ryan,3,D K Weld,7th,Head,4,10-0p,80,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Imposing Supreme (IRE),G M Ryan,0,T Gibney,6th,3 l,8,9-13,79,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Gibbs Island,D McMonagle,0,A Oliver,5th,Neck,3,9-10,82,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Perfect Poise (IRE),G F Carroll,0,G M Lyons,4th,1/2 l,4,9-13,79,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Bucaneer's Spirit (IRE),B M Coen,0,J Davison,3rd,Nose,3,9-5,77,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Sea Chariot,S Foley,0,J J Murphy,2nd,1/2 l,4,9-10t,76,True,136,46
Navan Racing Results | 29th August 2024 16:30,N/A,16:30,Good,1m 20y,Shigar (IRE),C D Hayes,0,W Durkan,1st,N/A,5,10-0h,80,True,136,46
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Fine Print (IRE),S Foley,0,J C McConnell,NR,N/A,3,8-9tp,49,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Empress Alma (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-13,67,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,T Or Coffey (IRE),R M Mulligan,7,Paul Mulligan,7th,Head,3,9-3tp,57,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Gregorina (IRE),Adam Caffrey,3,A McGuinness,6th,4 3/4 l,3,9-4v,58,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Highland Bells (IRE),W Joyce,5,M Mulvany,5th,1 3/4 l,3,8-8,48,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Lightning Legs (IRE),D P McDonogh,0,G Elliott,4th,2 1/4 l,3,8-10,50,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Maxwell Smart (IRE),R Whearty,3,T G McCourt,3rd,Head,3,8-7,47,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Preparations (IRE),B M Coen,0,A Slattery,2nd,1/2 l,3,9-11,65,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Northern Sonas (IRE),W J Lee,0,A Oliver,1st,N/A,3,10-0t,68,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Fine Print (IRE),S Foley,0,J C McConnell,NR,N/A,3,8-9tp,49,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Empress Alma (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-13,67,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,T Or Coffey (IRE),R M Mulligan,7,Paul Mulligan,7th,Head,3,9-3tp,57,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Gregorina (IRE),Adam Caffrey,3,A McGuinness,6th,4 3/4 l,3,9-4v,58,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Highland Bells (IRE),W Joyce,5,M Mulvany,5th,1 3/4 l,3,8-8,48,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Lightning Legs (IRE),D P McDonogh,0,G Elliott,4th,2 1/4 l,3,8-10,50,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Maxwell Smart (IRE),R Whearty,3,T G McCourt,3rd,Head,3,8-7,47,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Preparations (IRE),B M Coen,0,A Slattery,2nd,1/2 l,3,9-11,65,True,136,47
Navan Racing Results | 29th August 2024 17:05,N/A,17:05,Good,1m 6f,Northern Sonas (IRE),W J Lee,0,A Oliver,1st,N/A,3,10-0t,68,True,136,47
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Futurum Regem (IRE),T Casey,10,H P Finegan,NR,N/A,8,9-5b,54,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Santa Catarina,Sorcha Woods,7,P J Gilligan,22nd,1/2 l,5,8-13t,48,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,El C Wells (IRE),R C Colgan,0,Paul Mulligan,21st,2 3/4 l,6,10-0,63,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Alex The Great (IRE),R Whearty,3,A Murray,20th,1/2 l,4,9-8,57,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Penny Jar (IRE),J J G Ryan,3,P Downey,19th,Neck,8,10-1tp,64,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Construct,Siobhan Rutledge,3,J C McConnell,18th,3/4 l,9,8-12t,47,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Breagagh (IRE),Aileen O'Sullivan,10,S Millar,17th,1 l,6,8-13p,48,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Susiesparkle (IRE),D McMonagle,0,D Broad,16th,1 3/4 l,4,9-4tp,53,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Eagles Reign (IRE),M P Sheehy,0,R O'Sullivan,15th,1 1/4 l,4,9-3,52,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Tenth Amendment (IRE),G M Ryan,0,K H Clarke,14th,1 1/4 l,10,8-12t,47,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Wendell's Lass,C D Hayes,0,T Gibney,13th,Short Head,5,9-9,58,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Bynx (IRE),M W Hassett,5,M Hassett,12th,3/4 l,6,9-6,55,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Butterfly Garden (IRE),J Cleary,7,K Prendergast,11th,Neck,5,9-13t,62,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Tannery Park,J A Powell,3,B Connell,10th,Nose,4,9-0,49,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Elzaamsan (IRE),B M Coen,0,M Halford & T Collins,9th,Head,6,10-0b,63,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Paradise Lost (IRE),W J Lee,0,C O'Brien,8th,1 1/4 l,5,10-1,64,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Charlie Darling (FR),G F Carroll,0,G P Cromwell,7th,Head,4,9-5,54,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Whispering Hopes (IRE),D P McDonogh,0,G Elliott,6th,1/2 l,4,9-11,60,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Velvet And Vine (IRE),J M Sheridan,0,Miss Jennifer Anne Lynch,5th,3/4 l,4,9-4,53,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Lady Kai (IRE),S Foley,0,R O'Sullivan,4th,Head,4,9-6p,55,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Red Secret (CAN),J A Heffernan,0,K Smith,3rd,1/2 l,8,9-12tb,61,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Enquire Within (IRE),W Joyce,5,F G Hand,2nd,3/4 l,8,9-6tp,55,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Molly Hall (IRE),N G McCullagh,0,Alan McIntyre,1st,N/A,6,9-5,54,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Futurum Regem (IRE),T Casey,10,H P Finegan,NR,N/A,8,9-5b,54,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Santa Catarina,Sorcha Woods,7,P J Gilligan,22nd,1/2 l,5,8-13t,48,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,El C Wells (IRE),R C Colgan,0,Paul Mulligan,21st,2 3/4 l,6,10-0,63,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Alex The Great (IRE),R Whearty,3,A Murray,20th,1/2 l,4,9-8,57,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Penny Jar (IRE),J J G Ryan,3,P Downey,19th,Neck,8,10-1tp,64,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Construct,Siobhan Rutledge,3,J C McConnell,18th,3/4 l,9,8-12t,47,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Breagagh (IRE),Aileen O'Sullivan,10,S Millar,17th,1 l,6,8-13p,48,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Susiesparkle (IRE),D McMonagle,0,D Broad,16th,1 3/4 l,4,9-4tp,53,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Eagles Reign (IRE),M P Sheehy,0,R O'Sullivan,15th,1 1/4 l,4,9-3,52,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Tenth Amendment (IRE),G M Ryan,0,K H Clarke,14th,1 1/4 l,10,8-12t,47,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Wendell's Lass,C D Hayes,0,T Gibney,13th,Short Head,5,9-9,58,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Bynx (IRE),M W Hassett,5,M Hassett,12th,3/4 l,6,9-6,55,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Butterfly Garden (IRE),J Cleary,7,K Prendergast,11th,Neck,5,9-13t,62,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Tannery Park,J A Powell,3,B Connell,10th,Nose,4,9-0,49,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Elzaamsan (IRE),B M Coen,0,M Halford & T Collins,9th,Head,6,10-0b,63,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Paradise Lost (IRE),W J Lee,0,C O'Brien,8th,1 1/4 l,5,10-1,64,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Charlie Darling (FR),G F Carroll,0,G P Cromwell,7th,Head,4,9-5,54,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Whispering Hopes (IRE),D P McDonogh,0,G Elliott,6th,1/2 l,4,9-11,60,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Velvet And Vine (IRE),J M Sheridan,0,Miss Jennifer Anne Lynch,5th,3/4 l,4,9-4,53,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Lady Kai (IRE),S Foley,0,R O'Sullivan,4th,Head,4,9-6p,55,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Red Secret (CAN),J A Heffernan,0,K Smith,3rd,1/2 l,8,9-12tb,61,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Enquire Within (IRE),W Joyce,5,F G Hand,2nd,3/4 l,8,9-6tp,55,True,136,48
Navan Racing Results | 29th August 2024 17:35,N/A,17:35,Good,1m 6f,Molly Hall (IRE),N G McCullagh,0,Alan McIntyre,1st,N/A,6,9-5,54,True,136,48
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Pearl Of Grange (IRE),C D Smithers,4,Mrs J Harrington,NR,N/A,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,To The Wire (IRE),C Owens,4,P J Rothwell,13th,31 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Vidisha (FR),P T Smithers,4,P Roche,12th,Head,4,11-0h,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Dee's Getaway (IRE),C G O'Dwyer,2,J P Dempsey,11th,1 l,4,10-6,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Hutton Glen (IRE),K Callaghan,2,T Gibney,10th,2 1/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Scotcantou (IRE),G B Noonan,0,E McCarthy,9th,1 1/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Polly Poppins (IRE),S O'Callaghan,2,Bernard Crowley,8th,Head,4,10-6,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Lucky Manifest (IRE),P Hanlon,4,K Purcell,7th,1 3/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Arch Empire (FR),R A Berry,4,D P Murphy,6th,4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Empire Succes (FR),J P Shinnick,2,Gerard O'Leary,5th,2 1/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,South Of Killerig (IRE),T P Harney,4,R O'Sullivan,4th,2 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Banana Three (IRE),J Coen,0,R O'Sullivan,3rd,4 l,4,11-7,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,In The Trenches,C Stone-Walsh,2,G P Cromwell,2nd,1 l,4,10-13p1,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Struck By Churchil,C M Quirke,2,A Slattery,1st,N/A,4,10-6,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Pearl Of Grange (IRE),C D Smithers,4,Mrs J Harrington,NR,N/A,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,To The Wire (IRE),C Owens,4,P J Rothwell,13th,31 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Vidisha (FR),P T Smithers,4,P Roche,12th,Head,4,11-0h,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Dee's Getaway (IRE),C G O'Dwyer,2,J P Dempsey,11th,1 l,4,10-6,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Hutton Glen (IRE),K Callaghan,2,T Gibney,10th,2 1/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Scotcantou (IRE),G B Noonan,0,E McCarthy,9th,1 1/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Polly Poppins (IRE),S O'Callaghan,2,Bernard Crowley,8th,Head,4,10-6,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Lucky Manifest (IRE),P Hanlon,4,K Purcell,7th,1 3/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Arch Empire (FR),R A Berry,4,D P Murphy,6th,4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Empire Succes (FR),J P Shinnick,2,Gerard O'Leary,5th,2 1/4 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,South Of Killerig (IRE),T P Harney,4,R O'Sullivan,4th,2 l,4,10-13,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Banana Three (IRE),J Coen,0,R O'Sullivan,3rd,4 l,4,11-7,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,In The Trenches,C Stone-Walsh,2,G P Cromwell,2nd,1 l,4,10-13p1,-,True,136,49
Wexford Racing Results | 30th August 2024 15:20,N/A,15:20,Yielding,2m 190y,Struck By Churchil,C M Quirke,2,A Slattery,1st,N/A,4,10-6,-,True,136,49
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Annalough (IRE),A M King,7,M M McNiff,14th,45 l,4,11-1t,85,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Tommies Call (IRE),P T Smithers,7,J P Fahey,13th,2 1/4 l,5,11-9,90,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,I'vedoneitall (IRE),Shane Fenelon,7,E Sheehy,12th,8 1/2 l,7,10-13v1,80,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Sunwalk,S Fitzgerald,0,S Neville,11th,9 l,6,10-13,80,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,I Dont Lie (IRE),J C Gainford,0,Mrs D Foster,10th,3/4 l,4,11-5h1,89,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Special Protector (IRE),H Morgan,0,E Doyle,9th,3/4 l,6,10-13tp,80,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Onebrightbluerose (IRE),Mr A Burke-Ott,7,Patrick Cronin,8th,1 l,5,11-10b,91,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Hesasmoothoperator (IRE),K E Buckley,0,T Gibney,7th,2 1/2 l,6,11-10,91,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Glenmalure Flyer (IRE),D J O'Keeffe,0,H De Bromhead,6th,2 3/4 l,6,11-13t,94,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Toon Town (IRE),P T Enright,0,Brendan Walsh,5th,1 1/4 l,7,11-11,92,True,136,50
Wexford Racing Results | 30th August 2024 15:55,N/A,15:55,Yielding,2m 190y,Mr Sundancer,P Hanlon,7,J J Hanlon,4th,1 3/4 l,6,12-5h,100,True,136,50
