track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,As The Lad Says (IRE),Ms H Dunne,0,Miss K Brown,17th,14 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Getone (IRE),Mr J C Barry,3,V Halley,16th,5 1/2 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Mountain Port (IRE),Mr P J Cody,7,K Purcell,15th,3 1/4 l,5,12-0t1,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Bebbinberg (IRE),C D Smithers,7,S Byrne,14th,2 1/2 l,7,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Final Flutter (IRE),Mr I Ryan,7,J Magnier,13th,2 3/4 l,6,11-7,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Vintage Red (IRE),Mr T A Halford,7,W J Fitzpatrick,12th,4 3/4 l,6,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,She Can Do It (IRE),A Harvey,7,L Lennon,11th,3/4 l,4,11-2,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,The Correction (IRE),Mr J R Martin,7,P Martin,10th,1 l,5,12-0t,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Bigcitylights,Mr J L Gleeson,5,E Mullins,9th,9 1/2 l,5,12-0ht1,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Solsbury Hill (IRE),Mr H C Swan,3,C O'Dwyer,8th,1 3/4 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,The Gray Ghost (IRE),Mr P A King,5,D H Kelly,7th,2 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Passenger (IRE),Mr F Maguire,0,D K Weld,6th,2 1/2 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Ballysax Hank (IRE),C P Millar,7,B W Duke,5th,2 1/4 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Ned In The Park (IRE),Mr D Doyle,7,T Doyle,4th,4 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Chart Topper (FR),Mr P W Mullins,0,W P Mullins,3rd,2 1/4 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Base Of Fire (IRE),Mr E P O'Brien,5,R O'Brien,2nd,2 l,5,12-0,-,True,121,44
Punchestown Racing Results | 8th June 2024 17:27,N/A,17:27,Good (Good To Yielding In Places)  Flat (Turf),2m 170y,Fatal Flaw (IRE),Mr D O'Connor,0,Jonathan Sweeney,1st,N/A,6,12-0t,-,True,121,44
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Oitentinha (IRE),R Whearty,5,Daniel McLoughlin,NR,N/A,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Ace King Queen (IRE),G P Halpin,0,K Prendergast,NR,N/A,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Tilly's Company (IRE),L F Roche,0,J G Coogan,16th,30 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Rumba Bay,C D Hayes,0,D K Weld,15th,4 3/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Keithal (IRE),D P McDonogh,0,K P Cotter,14th,1/2 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Wee Mary (IRE),J A Heffernan,0,M G Quinn,13th,1 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Faire La Nouba (IRE),R P Whelan,0,John F O'Neill,12th,2 1/4 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Gateway Arch (IRE),G F Carroll,0,Joseph Murray,11th,2 1/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Tino Pai (IRE),R C Colgan,0,S Lavery,10th,1 1/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Eclairage (IRE),D McMonagle,0,Daniel Murphy,9th,1 l,2,9-2t1,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Katie Ross (IRE),G M Ryan,0,P J F Murphy,8th,1 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Desert Cyclone (IRE),B M Coen,0,J P Murtagh,7th,Head,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Adrenaline Rush (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Alfred Tennyson (IRE),R L Moore,0,A P O'Brien,5th,1/2 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Rebel Diamond (IRE),W J Lee,0,N Lupini,4th,1 1/4 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Flash The Cash (IRE),N M Crosse,0,Mrs J Harrington,3rd,1 3/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Red Evolution (IRE),C T Keane,0,M O'Callaghan,2nd,Neck,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Celtic Chieftain (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Oitentinha (IRE),R Whearty,5,Daniel McLoughlin,NR,N/A,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Ace King Queen (IRE),G P Halpin,0,K Prendergast,NR,N/A,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Tilly's Company (IRE),L F Roche,0,J G Coogan,16th,30 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Rumba Bay,C D Hayes,0,D K Weld,15th,4 3/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Keithal (IRE),D P McDonogh,0,K P Cotter,14th,1/2 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Wee Mary (IRE),J A Heffernan,0,M G Quinn,13th,1 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Faire La Nouba (IRE),R P Whelan,0,John F O'Neill,12th,2 1/4 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Gateway Arch (IRE),G F Carroll,0,Joseph Murray,11th,2 1/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Tino Pai (IRE),R C Colgan,0,S Lavery,10th,1 1/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Eclairage (IRE),D McMonagle,0,Daniel Murphy,9th,1 l,2,9-2t1,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Katie Ross (IRE),G M Ryan,0,P J F Murphy,8th,1 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Desert Cyclone (IRE),B M Coen,0,J P Murtagh,7th,Head,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Adrenaline Rush (IRE),S Foley,0,Mrs J Harrington,6th,1/2 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Alfred Tennyson (IRE),R L Moore,0,A P O'Brien,5th,1/2 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Rebel Diamond (IRE),W J Lee,0,N Lupini,4th,1 1/4 l,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Flash The Cash (IRE),N M Crosse,0,Mrs J Harrington,3rd,1 3/4 l,2,9-2,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Red Evolution (IRE),C T Keane,0,M O'Callaghan,2nd,Neck,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 13:45,N/A,13:45,Good (Good To Firm In Places),5f,Celtic Chieftain (IRE),W M Lordan,0,A P O'Brien,1st,N/A,2,9-7,-,True,121,45
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Mehman,S Foley,0,Gerard O'Leary,7th,1 l,5,9-0t,81,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Tawaazon (IRE),Adam Caffrey,5,J A Kinsella,6th,3/4 l,6,9-5tp,86,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Pro Bono Alexander (IRE),M W Hassett,5,W P Browne,5th,Neck,4,8-13,80,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Blanc De Noir (IRE),R M Mulligan,7,J P Murtagh,4th,1/2 l,4,8-7b,74,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Never Shout Never (IRE),C J MacRedmond,5,A McGuinness,3rd,3/4 l,4,8-12h1,79,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Arnhem (IRE),G M Ryan,0,M G Quinn,2nd,1 1/4 l,8,9-9,90,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Thunderbear (IRE),C T Keane,0,J Davison,1st,N/A,4,10-4p,99,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Mehman,S Foley,0,Gerard O'Leary,7th,1 l,5,9-0t,81,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Tawaazon (IRE),Adam Caffrey,5,J A Kinsella,6th,3/4 l,6,9-5tp,86,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Pro Bono Alexander (IRE),M W Hassett,5,W P Browne,5th,Neck,4,8-13,80,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Blanc De Noir (IRE),R M Mulligan,7,J P Murtagh,4th,1/2 l,4,8-7b,74,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Never Shout Never (IRE),C J MacRedmond,5,A McGuinness,3rd,3/4 l,4,8-12h1,79,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Arnhem (IRE),G M Ryan,0,M G Quinn,2nd,1 1/4 l,8,9-9,90,True,121,46
Navan Racing Results | 8th June 2024 14:20,N/A,14:20,Good (Good To Firm In Places),5f,Thunderbear (IRE),C T Keane,0,J Davison,1st,N/A,4,10-4p,99,True,121,46
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Step Back In Time (IRE),R P Cleary,0,C Timmons,NR,N/A,6,8-13p,52,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Florence Thompson (IRE),W M Lordan,0,J G Murray,16th,4 3/4 l,7,8-8tb,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,15th,3/4 l,4,8-8tp,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Silver Nemo (IRE),W Joyce,5,L Smyth,14th,1 1/4 l,6,8-8tb,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Un Bacio Ancora (IRE),J A Powell,3,P J F Murphy,13th,1 l,5,8-10tb1,49,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Sunday Sovereign,C D Hayes,0,G A Kingston,12th,1 l,7,10-2,69,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Just Another (IRE),D E Sheehy,0,L Smyth,11th,1/2 l,5,8-8p,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,10th,Neck,4,8-10tp1,49,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Havana Notion,H J Horgan,5,J Feane,9th,Short Head,4,9-3,56,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Sosallycanwait (IRE),Sorcha Woods,7,L Breen,8th,1 1/2 l,5,8-11,50,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Rappell (IRE),R Whearty,5,P W Flynn,7th,1 l,3,8-10,56,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Marble Angel (IRE),B M Coen,0,A Oliver,6th,Neck,4,9-5,58,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Ginormous (IRE),L F Roche,0,M Fenton,5th,1/2 l,3,8-7h,53,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Cuban Grey,J M Sheridan,0,P J McKenna,4th,1/2 l,4,9-4p,57,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,3rd,Head,8,9-2,55,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Eruption (IRE),D P McDonogh,0,M J Smith,2nd,1/2 l,5,9-2b,55,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Keke,W J Lee,0,E Lynam,1st,N/A,4,10-2t,69,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Step Back In Time (IRE),R P Cleary,0,C Timmons,NR,N/A,6,8-13p,52,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Florence Thompson (IRE),W M Lordan,0,J G Murray,16th,4 3/4 l,7,8-8tb,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Coco Hill (IRE),Siobhan Rutledge,3,J C McConnell,15th,3/4 l,4,8-8tp,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Silver Nemo (IRE),W Joyce,5,L Smyth,14th,1 1/4 l,6,8-8tb,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Un Bacio Ancora (IRE),J A Powell,3,P J F Murphy,13th,1 l,5,8-10tb1,49,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Sunday Sovereign,C D Hayes,0,G A Kingston,12th,1 l,7,10-2,69,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Just Another (IRE),D E Sheehy,0,L Smyth,11th,1/2 l,5,8-8p,47,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,10th,Neck,4,8-10tp1,49,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Havana Notion,H J Horgan,5,J Feane,9th,Short Head,4,9-3,56,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Sosallycanwait (IRE),Sorcha Woods,7,L Breen,8th,1 1/2 l,5,8-11,50,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Rappell (IRE),R Whearty,5,P W Flynn,7th,1 l,3,8-10,56,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Marble Angel (IRE),B M Coen,0,A Oliver,6th,Neck,4,9-5,58,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Ginormous (IRE),L F Roche,0,M Fenton,5th,1/2 l,3,8-7h,53,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Cuban Grey,J M Sheridan,0,P J McKenna,4th,1/2 l,4,9-4p,57,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Realtin Fantasy (IRE),M W Hassett,5,W P Browne,3rd,Head,8,9-2,55,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Eruption (IRE),D P McDonogh,0,M J Smith,2nd,1/2 l,5,9-2b,55,True,121,47
Navan Racing Results | 8th June 2024 14:55,N/A,14:55,Good (Good To Firm In Places),5f,Keke,W J Lee,0,E Lynam,1st,N/A,4,10-2t,69,True,121,47
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Kayhana (IRE),C D Hayes,0,D K Weld,NR,N/A,4,9-9,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Girl Racer (IRE),B M Coen,0,J P Murtagh,8th,Neck,4,9-9h,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Flying Phoenix (IRE),R P Whelan,0,C O'Connell,7th,1 1/2 l,3,8-12h1,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Serialise (IRE),N M Crosse,0,Mrs J Harrington,6th,3 1/4 l,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Zenga,W J Lee,0,H De Bromhead,5th,2 1/4 l,5,9-9,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Star Galaxy (IRE),D McMonagle,0,J P O'Brien,4th,Neck,4,9-9,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Bluedrum (IRE),S Foley,0,Mrs J Harrington,3rd,2 1/4 l,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Asian Daze (IRE),S B Kelly,0,J P Murtagh,2nd,1/2 l,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Everlasting (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Kayhana (IRE),C D Hayes,0,D K Weld,NR,N/A,4,9-9,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Girl Racer (IRE),B M Coen,0,J P Murtagh,8th,Neck,4,9-9h,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Flying Phoenix (IRE),R P Whelan,0,C O'Connell,7th,1 1/2 l,3,8-12h1,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Serialise (IRE),N M Crosse,0,Mrs J Harrington,6th,3 1/4 l,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Zenga,W J Lee,0,H De Bromhead,5th,2 1/4 l,5,9-9,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Star Galaxy (IRE),D McMonagle,0,J P O'Brien,4th,Neck,4,9-9,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Bluedrum (IRE),S Foley,0,Mrs J Harrington,3rd,2 1/4 l,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Asian Daze (IRE),S B Kelly,0,J P Murtagh,2nd,1/2 l,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 15:30,N/A,15:30,Good (Good To Firm In Places),1m,Everlasting (IRE),R L Moore,0,A P O'Brien,1st,N/A,3,8-12,-,True,121,48
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Harbour Gem (IRE),C D Hayes,0,D K Weld,7th,2 3/4 l,3,9-6,85,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Glor Tire (IRE),Gabriella Hill,10,J S Bolger,6th,Neck,3,10-5p,98,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Rapid Mission,S Foley,0,J P O'Brien,5th,1 1/4 l,3,9-1b1,80,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,4th,2 3/4 l,3,9-10p1,89,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Gibbs Island,W J Lee,0,A Oliver,3rd,Head,3,9-3,82,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Going Remote (IRE),N M Crosse,0,Mrs J Harrington,2nd,Neck,3,8-13p,78,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Old Faithful (FR),R L Moore,0,A P O'Brien,1st,N/A,3,9-6,85,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Harbour Gem (IRE),C D Hayes,0,D K Weld,7th,2 3/4 l,3,9-6,85,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Glor Tire (IRE),Gabriella Hill,10,J S Bolger,6th,Neck,3,10-5p,98,True,121,49
Navan Racing Results | 8th June 2024 16:05,N/A,16:05,Good (Good To Firm In Places),1m 2f 40y,Rapid Mission,S Foley,0,J P O'Brien,5th,1 1/4 l,3,9-1b1,80,True,121,49
